"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"1","race",0.676888570634593,0.643588954918219,1.05196662549086,1.1146645790393,1.57385298821085,0.855050268658772,0.855511259848724,"county"
"2","income",1.09326078488832,1.03452326758125,0.889812571241421,1.02474315624339,0.944310972750208,1.02776635374678,0.937749004495915,"county"
"3","race",0.699586409292419,0.596613120747668,1.0673547321114,1.09386713575682,1.53398076096931,0.913246754295378,0.893452196447541,"zc"
"4","income",1.10179606731794,0.980024713666156,0.849481892753088,1.04185901644878,0.981195894138479,1.05934720795919,0.903211579506815,"zc"
"5","race",0.763869750134099,0.617087437394157,1.16613390578101,1.18411403646532,1.58113484430894,0.876334452423994,0.932748461431857,"usgs"
"6","income",1.12509968050319,1.04520940974679,0.823708921860322,1.02888128583674,0.944072477814086,1.08117274755527,0.890999929879057,"usgs"
"7","race",0.799307274041664,0.86377305269714,1.22055992126065,1.08311492134969,1.5714384057953,0.839095014463405,0.875677902792928,"epic"
"8","income",1.20183775553302,1.2906175485112,0.861514628081232,1.02996152214051,1.00053075657608,0.964663340957875,0.932470203509962,"epic"
"9","race",0.737433176974729,0.69161980148612,1.07499563052348,1.10626792811304,1.62308436319389,0.824000621936567,0.886592511782939,"hm"
"10","income",1.14976354720218,1.06522402219636,0.850716980415266,1.03209581831326,0.987394230564057,1.00914276346324,0.923811893220428,"hm"
