"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"1","race",0.892829814257517,0.592318362786256,1.19268822151849,1.0148677107913,1.27020940859465,1.27816209591947,1.19607019478335,"county"
"2","income",1.13693302188273,1.04553527795781,0.929435426486016,1.00473373707111,0.96852373967794,1.08955502292524,0.994898136843055,"county"
"3","race",0.947785005934057,0.509947563615375,1.26703277433043,0.992232876641531,1.21949954264714,1.29398622732834,1.23333826377374,"zc"
"4","income",1.14993103124276,0.948992445173613,0.937046947206115,1.0115978064233,1.01002339791337,1.06387927962386,0.970505784194901,"zc"
"5","race",1.00657068722175,0.567171896529245,1.22783515688961,1.0736392351527,1.32890623698633,1.13909271497101,1.13705725414977,"usgs"
"6","income",1.22099609560846,1.03910705839763,0.840728441064102,1.02171284622985,0.970406180694373,1.06207501076614,0.960857126017206,"usgs"
"7","race",0.994061760727545,0.752712957851488,1.34874361290355,1.00587548566379,1.27027401807075,1.21167347477204,1.20438339609438,"epic"
"8","income",1.24832095683659,1.27917115528782,0.954081648909682,1.01578863126621,1.04666149576848,1.01467726292603,0.959479601646739,"epic"
"9","race",0.968981656485029,0.590713382084097,1.27445104891762,1.0103071568742,1.27262795666128,1.25822993071566,1.23266934184381,"hm"
"10","income",1.22120302170821,1.03889972231319,0.945694148814648,1.01321543402788,1.00536786311587,1.05580784668563,0.97217606694285,"hm"
