"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"1","race",0.99064479572753,0.877920389877596,1.22868151452515,0.928915636916905,0.812183156750375,1.31543221288692,1.22981928939268,"county"
"2","income",1.21484821759636,1.08389908076396,0.954714682677508,0.990329679653899,1.02806720096516,1.10007992979226,1.0109497376961,"county"
"3","race",1.04822716878089,0.757750361978725,1.29472858265656,0.914011840499308,0.741531787945196,1.2780412231074,1.23987433448334,"zc"
"4","income",1.22439292896173,0.981446940479846,0.978605112359474,0.987681103077119,1.00027893056824,1.07308111241223,0.994937747534702,"zc"
"5","race",1.18776557139197,0.829864133019021,1.26419973302281,0.969376683512614,0.760312261657306,1.16699448588354,1.1922506322697,"usgs"
"6","income",1.31659961332378,1.06962290453133,0.875978572959073,1.0121473570231,1.03671515207141,1.0691368544057,1.00352332434624,"usgs"
"7","race",1.05295359791967,0.814888145517744,1.31785775292445,0.938234549514983,0.821442146593305,1.24755261193529,1.22874700102728,"epic"
"8","income",1.32241396259111,0.957884559222657,1.00426589595682,1.00000381819638,1.0233831436747,1.06497731617106,0.988516303457093,"epic"
"9","race",1.03252171920804,0.831207045627758,1.30910254724833,0.934152050574239,0.793194092571442,1.26703096819487,1.24752848936343,"hm"
"10","income",1.29653329550327,0.989146468364573,0.996542120807549,0.995889026352823,0.994834968789491,1.07687035861061,0.995266967198418,"hm"
