"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"1","race",0.623818260765331,0.640297654849271,1.03386392829662,1.16487895781957,1.5632659158995,0.785970951971727,0.838025771314516,"county"
"2","income",0.990085119772567,1.03865066755548,0.879499991341309,1.02312945565492,0.948401781685799,1.0351327461721,0.93625480515728,"county"
"3","race",0.676230623791323,0.577893724569096,1.0818552191997,1.14018321259378,1.55691913427544,0.838145033955359,0.869452046671151,"zc"
"4","income",1.0144748534809,0.941128405072913,0.854046228931391,1.04264063742429,1.00309195916475,1.03009646577836,0.889542217698112,"zc"
"5","race",0.707201084899886,0.603800697693927,1.17013161420351,1.20332813659637,1.61599041611147,0.830446832333802,0.928190205946713,"usgs"
"6","income",1.08619480226118,1.02115520659009,0.799051762605399,1.03041848613198,0.945931437715172,1.06028483609962,0.887893046393922,"usgs"
"7","race",0.798496897142425,0.883011204007029,1.30260239913132,1.1247091039596,1.5605976895351,0.746866558469863,0.864031741157823,"epic"
"8","income",1.14120591741072,1.30453503029476,0.879603867095273,1.03003464992605,1.01410483465591,0.924346054821847,0.924776698782556,"epic"
"9","race",0.74218799605746,0.671164707257145,1.08576155270802,1.15264962675883,1.61919390277604,0.768621133825513,0.865683556325253,"hm"
"10","income",1.08789740762614,1.03932738965081,0.849671549075546,1.03428724649337,0.994123014040875,1.00087192020142,0.910223178108355,"hm"
